school_common_name,school_full_name,team,city,state,type,conference,address,lng,lat,key_0,count_dist,mean_dist,std_dist,min_dist,25%_dist,50%_dist,75%_dist,max_dist,count_wtDist,mean_wtDist,std_wtDist,min_wtDist,25%_wtDist,50%_wtDist,75%_wtDist,max_wtDist
UConn,University of Connecticut,Huskies,Storrs,Connecticut,State,American Athletic Conference,University of Connecticut Storrs Connecticut,-72.25401403745809,41.81127235,UConn,13.0,654.7065975755409,774.8702162667397,27.304459479396826,214.5716402135709,348.1418291739199,873.4380051132277,2464.0605197641844,13.0,507.9591246426253,671.743925858698,27.304459479396826,174.07091458695996,261.10637188043995,312.8235403740914,2038.3075268051873
Vanderbilt,Vanderbilt University,Commodores,Nashville,Tennessee,Private/Non-Sectarian,Southeastern Conference,Vanderbilt University Nashville Tennessee,-86.80281889095295,36.14380105,Vanderbilt,4.0,1631.4079184786788,757.4468102028203,576.5222702373412,1332.9962671655016,1883.5659174547322,2181.9775687679094,2181.9775687679094,4.0,506.9241212535169,268.44747305128277,144.1305675593353,445.15343603381683,545.4943921919773,607.2650774116773,792.5771330707776
Missouri,University of Missouri,Tigers,Columbia,Missouri,State,Southeastern Conference,University of Missouri Columbia Missouri,-92.32970301784542,38.93641465,Missouri,6.0,799.5776362675209,503.91793457999694,266.70954785913,408.49765243308764,701.3755251737825,1154.3068947369334,1511.8495066209232,6.0,497.20369378336767,429.03548292263145,96.75532981863071,209.13995215935836,350.68776258689127,683.1716147876941,1229.1343935029834
Saint Louis,Saint Louis University,Billikens,St. Louis,Missouri,Private/Catholic,Atlantic 10 Conference,Saint Louis University St. Louis Missouri,-90.23167733181542,38.6352837,Saint Louis,1.0,1969.2696262865122,,1969.2696262865122,1969.2696262865122,1969.2696262865122,1969.2696262865122,1969.2696262865122,1.0,492.31740657162806,,492.31740657162806,492.31740657162806,492.31740657162806,492.31740657162806,492.31740657162806
Maryland,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,"University of Maryland, College Park College Park Maryland",-76.94610290199051,38.99203005,Maryland,11.0,1311.9188216118457,1054.016529710431,8.249110006618928,325.65349152240753,1080.3184213359814,2315.4639585311133,2768.8121561946336,11.0,490.41078460124294,414.4661948543257,8.249110006618928,81.41337288060188,529.1151811148704,667.6710885355617,1228.2863421565344
New Mexico,University of New Mexico,Lobos,Albuquerque,New Mexico,State,Mountain West Conference,University of New Mexico Albuquerque New Mexico,-106.62020940505188,35.08663275,New Mexico,4.0,1128.9536790383997,525.3460450653688,481.0928338220946,839.7502842716831,1173.258605479819,1462.4620002465356,1688.2046713718667,4.0,477.77593681890244,263.0780258825366,240.5464169110473,320.2393123286541,413.22749733931465,570.764121829563,844.1023356859333
Auburn,Auburn University,Tigers,Auburn,Alabama,State,Southeastern Conference,Auburn University Auburn Alabama,-85.49598606691626,32.59196300000001,Auburn,2.0,1208.0144980906518,1074.950020053238,447.91004947439217,827.9622737825221,1208.0144980906518,1588.0667223987818,1968.1189467069116,2.0,469.96989307556004,31.19733000460094,447.91004947439217,458.93997127497613,469.96989307556004,480.999814876144,492.0297366767279
Arizona,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,University of Arizona Tucson Arizona,-110.9768841153795,32.22877495,Arizona,20.0,723.9996099963681,442.91841548710056,0.38782399878422136,463.82781040835613,648.4297609610057,859.1102020189458,1655.0734957773734,20.0,452.09179812762125,252.61248521877567,0.38782399878422136,339.9772052257728,399.90214472010706,620.4710381148518,828.7828894452598
Indiana,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,Indiana University Bloomington Indiana,-86.51623218881414,39.17798065,Indiana,10.0,954.4863300440338,890.0770229774533,42.90609003097396,92.89446539864511,781.0064884658723,1794.1621448430556,2281.5400696960583,10.0,449.42381315835064,483.0031790862259,42.90609003097396,78.97834993256947,281.2330369603812,549.4486004018236,1399.0676998446547
UCLA,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,University of California Los Angeles California,-118.44667592924029,34.0709515,UCLA,12.0,993.9061863897965,1023.2147540488503,36.34366236253514,282.73494371400415,494.31877841195865,2091.561442325946,2687.468752341017,12.0,434.09180228112945,459.9668502248059,28.986917455462308,130.91412992855564,330.06227997600587,603.4207286014847,1689.7837179881858
Saint Joseph's,Saint Joseph's University,Hawks,Philadelphia,Pennsylvania,Private/Catholic,Atlantic 10 Conference,Saint Joseph's University Philadelphia Pennsylvania,-75.24151166935775,39.99652965,Saint Joseph's,2.0,1283.3644090002917,1406.6456130325412,288.7157572986736,786.0400831494827,1283.3644090002917,1780.688734851101,2278.01306070191,2.0,429.1095112370756,198.54675089215917,288.7157572986736,358.9126342678746,429.1095112370756,499.30638820627655,569.5032651754775
Iowa,University of Iowa,Hawkeyes,Iowa City,Iowa,State,Big Ten Conference,University of Iowa Iowa City Iowa,-91.57318762552627,41.66590100000001,Iowa,4.0,892.511799876731,469.31538271143125,453.8222825393826,505.0698835086223,887.5825212804473,1275.0244376485562,1341.0598744066467,4.0,423.3949603428283,397.37921264493605,113.45557063484566,224.17104909559973,287.1646824657413,486.38859371296985,1005.7949058049851
Iowa State,Iowa State University,Cyclones,Ames,Iowa,State,Big 12 Conference,Iowa State University Ames Iowa,-93.64464414737448,42.02791015,Iowa State,5.0,738.3571403380417,447.18696958877536,184.81435194713063,543.3010769158856,719.0094664915613,839.3083271710126,1405.3524791646191,5.0,412.73643840003035,374.3717808212468,138.61076396034798,179.75236662289032,271.6505384579428,419.6541635855063,1054.0143593734642
Wake Forest,Wake Forest University,Demon Deacons,Winston-Salem,North Carolina,Private/Non-Sectarian,Atlantic Coast Conference,Wake Forest University Winston-Salem North Carolina,-80.2781152,36.134335,Wake Forest,6.0,639.9929222536161,655.5397320185514,104.21357136769537,311.84532791974016,435.864715023125,611.667851816625,1923.2401024746812,6.0,403.70559377724607,313.4859876097793,26.05339284192384,269.3542008272645,347.8149992484258,458.75088886246874,961.6200512373406
Wichita State,Wichita State University,Shockers,Wichita,Kansas,State,American Athletic Conference,Wichita State University Wichita Kansas,-97.2933776,37.71918,Wichita State,2.0,857.7715134225475,587.8111162292747,442.1262870799935,649.9489002512705,857.7715134225475,1065.5941265938245,1273.4167397651015,2.0,380.2402360106345,87.52009274400157,318.3541849412754,349.2972104759549,380.2402360106345,411.183261545314,442.1262870799935
Texas Tech,Texas Tech University,Red Raiders,Lubbock,Texas,State,Big 12 Conference,Texas Tech University Lubbock Texas,-101.89959552302756,33.59375255,Texas Tech,3.0,753.8317529753167,682.1305317927115,321.1812751955784,360.66376715040906,400.1462591052398,970.1569918651858,1540.1677246251318,3.0,376.91587648765835,341.06526589635575,160.5906375977892,180.33188357520453,200.0731295526199,485.0784959325929,770.0838623125659
Creighton,Creighton University,Bluejays,Omaha,Nebraska,Private/Catholic,Big East Conference,Creighton University Omaha Nebraska,-95.94506420758655,41.26611060000001,Creighton,1.0,752.8265315420662,,752.8265315420662,752.8265315420662,752.8265315420662,752.8265315420662,752.8265315420662,1.0,376.4132657710331,,376.4132657710331,376.4132657710331,376.4132657710331,376.4132657710331,376.4132657710331
Minnesota,University of Minnesota,Golden Gophers,Minneapolis–Saint Paul,Minnesota,State,Big Ten Conference,University of Minnesota St. Paul Minnesota,-93.17945580218505,44.9863392,Minnesota,1.0,376.01803389670647,,376.01803389670647,376.01803389670647,376.01803389670647,376.01803389670647,376.01803389670647,1.0,376.01803389670647,,376.01803389670647,376.01803389670647,376.01803389670647,376.01803389670647,376.01803389670647
Cincinnati,University of Cincinnati,Bearcats,Cincinnati,Ohio,State,American Athletic Conference,University of Cincinnati Cincinnati Ohio,-84.5157620959388,39.1318525,Cincinnati,10.0,525.2373485827304,577.30205676965,43.87330385594496,231.87926336950193,263.8605438069077,658.3745330306364,1988.8713702933185,10.0,366.31030714186426,431.9890494360246,10.96832596398624,131.5666477341292,233.36288643400746,430.51996447829123,1491.653527719989
Pittsburgh,University of Pittsburgh,Panthers,Pittsburgh,Pennsylvania,State-related,Atlantic Coast Conference,University of Pittsburgh Pittsburgh Pennsylvania,-79.96243992762706,40.44415295,Pittsburgh,11.0,668.8605372859439,619.0555258387067,1.7250032330355916,236.01798412253942,520.2659328699443,803.5204219962047,1994.010089352764,11.0,357.05168086043705,292.55401706411817,0.8625016165177958,232.94849752442354,260.13296643497216,406.7455764653861,997.005044676382
Louisville,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,Louisville,14.0,939.6786296690685,920.2309631248263,79.03502143796608,110.3208759121054,479.49617871288416,1637.945330170178,2346.692346027221,14.0,346.2875844976687,399.9408473870675,24.90028536465557,74.71340883356365,157.2495782043983,540.5156668572647,1230.0368903544095
Kentucky,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,University of Kentucky Lexington Kentucky,-84.50481984038481,38.02703575,Kentucky,22.0,456.16647196038775,378.05440647454583,66.77719798460745,159.8885032887873,373.50368221306707,631.8135595158166,1710.2541302214465,22.0,342.50958494185573,369.8900681137496,50.08289848845559,121.90716530330857,191.01921906348258,386.90271419609496,1710.2541302214465
Oklahoma State,Oklahoma State University–Stillwater,Cowboys,Stillwater,Oklahoma,State,Big 12 Conference,Oklahoma State University–Stillwater Stillwater Oklahoma,-97.08853714697358,36.12958010000001,Oklahoma State,7.0,700.2836490123196,576.0140848128585,48.72919648413321,145.22318206640335,802.9554183507981,1236.0379799055595,1287.7786043073804,7.0,341.4594667094488,273.4995810353017,12.182299121033303,108.9173865498025,321.9446510768451,602.9012430856754,632.4520574973072
Utah,University of Utah,Utes,Salt Lake City,Utah,State,Pac-12 Conference,University of Utah Salt Lake City Utah,-111.8368719136826,40.7628137,Utah,7.0,673.5045361725195,445.56751136225347,324.07015856761564,377.32533959744603,533.4576414321026,795.9085180624613,1510.5362378881027,7.0,341.327506822962,363.99945737561154,81.01753964190391,147.69974482091675,215.29026031363819,332.34153987364095,1132.902178416077
Gonzaga,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,Gonzaga University Spokane Washington,-117.40304385396809,47.66673855000001,Gonzaga,9.0,496.2186133646329,238.14917219457718,262.57110478761405,306.24115061816065,549.3802643006065,549.3802643006065,1039.6679277077517,9.0,339.5667414852266,203.41569481168236,65.64277619690351,229.68086296362048,274.69013215030327,549.3802643006065,549.3802643006065
Texas,University of Texas at Austin,Longhorns,Austin,Texas,State,Big 12 Conference,University of Texas at Austin Austin Texas,-97.73195598080221,30.284151,Texas,6.0,677.7413069295961,514.4018896670993,165.4307720311215,395.2898492426393,573.9142578670597,732.5700329974532,1631.9848827369192,6.0,339.2505964123606,222.69593883831942,95.146888368702,175.44169736990582,349.92780560495214,398.5741802132485,708.4317791879863
Mississippi State,Mississippi State University,Bulldogs,Starkville,Mississippi,State,Southeastern Conference,Mississippi State University Starkville Mississippi,-88.79345874498733,33.438723499999995,Mississippi State,2.0,525.6736874332718,37.55912874056858,499.11537280535714,512.3945301193145,525.6736874332718,538.952844747229,552.2320020611863,2.0,331.86584397428413,116.40131273170637,249.55768640267857,290.71176518848137,331.86584397428413,373.01992276008696,414.1740015458897
North Carolina,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,North Carolina,26.0,497.98284257995056,705.3872103800754,26.55305978252759,86.31546579653153,291.47371858149063,476.94665789857606,2786.5430993019922,26.0,331.3673425645824,407.2813037356671,26.55305978252759,78.86087743304144,159.50356777737196,410.9982034259414,1547.3553785429585
BYU,Brigham Young University,Cougars,Provo,Utah,Private/Latter-Day Saints,West Coast Conference,Brigham Young University Provo Utah,-111.64965660160264,40.25501105,BYU,2.0,1078.6144280702388,937.8445810214628,415.45816513090585,747.0362966005723,1078.6144280702388,1410.1925595399052,1741.7706910095715,2.0,321.58587765892287,161.0178237895197,207.72908256545293,264.6574801121879,321.58587765892287,378.5142752056579,435.44267275239287
Purdue,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,Purdue University West Lafayette Indiana,-86.92391089364378,40.43195815,Purdue,12.0,560.1861650781597,598.182968961332,62.96794127768058,99.7258497504977,239.91993911777445,896.9666104861533,1947.8982754024487,12.0,310.3041239675788,347.6423059873071,43.31889054260215,68.56152170346718,206.37735699345438,448.48330524307664,1270.2986235219416
Florida State,Florida State University,Seminoles,Tallahassee,Florida,State,Atlantic Coast Conference,Florida State University Tallahassee Florida,-84.29747867166263,30.44235995,Florida State,6.0,726.7688794438567,753.9424326053745,216.4430695753197,259.1800720954486,387.3910796558355,852.6459208051494,2145.214110345909,6.0,305.25435857564685,380.8400981979382,96.84776991395887,108.22153478765985,150.9585373077888,237.3734226797771,1072.6070551729545
Kansas,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,Kansas,29.0,433.24401374031595,290.5875239306388,42.542537672077344,180.22100371688072,311.7415540847669,688.944254256342,1092.9299247630097,29.0,297.50330717784425,211.34074809627364,10.635634418019336,167.63976697355855,233.80616556357518,371.6337587217192,819.6974435722573
Boston College,Boston College,Eagles,Chestnut Hill,Massachusetts,Private/Catholic,Atlantic Coast Conference,Boston College Chestnut Hill Massachusetts,-71.16813864023061,42.3354481,Boston College,3.0,1123.4172007573225,1243.2331084116765,181.49189297656815,418.83804345780425,656.1841939390404,1594.3798546476996,2532.575515356359,3.0,295.9786246040446,294.28478169234376,90.74594648828408,127.39599748652208,164.0460484847601,398.5949636619249,633.1438788390898
Syracuse,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,Syracuse,18.0,710.647127056174,848.2723364598646,1.0685466945199706,192.4215238449331,334.7323922105038,946.3407452872549,2865.8293898150737,18.0,294.4569746671038,281.49788241330833,0.8014100208899779,106.98857764797192,186.0210633376193,439.75073012268825,1075.4246762125283
Michigan State,Michigan State University,Spartans,East Lansing,Michigan,State,Big Ten Conference,Michigan State University East Lansing Michigan,-84.47791570930522,42.71856800000001,Michigan State,12.0,529.3099563887971,540.9465353800731,77.32753582661681,192.96105168842925,429.8943467950859,621.9125380390223,2070.3260870967174,12.0,294.0739883874507,176.7235978242863,38.663767913308405,187.5158494991802,271.8699601641666,423.23846232285706,584.2280405309798
Baylor,Baylor University,Bears,Waco,Texas,Private/Baptist,Big 12 Conference,Baylor University Waco Texas,-97.1102905567766,31.55043405,Baylor,4.0,584.7626535773658,287.7766818062133,294.52230713076517,410.16619933050924,540.518317826829,715.1147720736857,963.49167152504,4.0,292.3813267886829,143.88834090310664,147.26115356538259,205.08309966525462,270.2591589134145,357.55738603684284,481.74583576252
UMass,University of Massachusetts Amherst,Minutemen,Amherst,Massachusetts,State,Atlantic 10 Conference,University of Massachusetts Amherst Amherst Massachusetts,-72.52991477067445,42.3869382,UMass,5.0,399.36633141287274,656.457076855518,45.87754640991753,77.74467708327808,77.88842971432217,228.55417131342548,1566.7668325434204,5.0,289.6903965276513,496.04461995525935,22.938773204958764,58.41632228574163,77.74467708327808,114.27708565671274,1175.0751244075652
Oklahoma,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,University of Oklahoma Norman Oklahoma,-97.44570827599856,35.1959878,Oklahoma,15.0,532.1226162099725,369.62217598311247,17.777579432529297,228.38027393234938,459.55431551405997,860.9053776592783,1098.5385783663812,15.0,289.0490843102081,235.2607441946162,13.333184574396974,114.88857887851499,226.8806126987836,430.45268882963916,816.373836174887
Arkansas,University of Arkansas,Razorbacks,Fayetteville,Arkansas,State,Southeastern Conference,University of Arkansas Fayetteville Arkansas,-94.17609533911696,36.06515200000001,Arkansas,7.0,548.4347114969421,215.7071041363976,210.8782494311959,422.89003086209374,581.9819618414759,667.2589468052154,865.8848138713054,7.0,277.6585566068444,168.42711072998597,105.72250771552343,194.12886838966023,216.47120346782634,304.07925203365414,624.9999442179325
Memphis,University of Memphis,Tigers,Memphis,Tennessee,State,American Athletic Conference,University of Memphis Memphis Tennessee,-89.93721959965887,35.1189387,Memphis,5.0,350.3619915180093,132.58274988709965,146.4218860820057,300.6411988898921,380.0223646311409,450.50554443066915,474.2189635563387,5.0,277.58580521964615,131.76978129823715,146.4218860820057,150.32059944494605,285.01677347335567,355.664222667254,450.50554443066915
Georgetown,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,Georgetown,12.0,552.2843502012329,742.9378923584285,88.05780717503978,251.7629708075713,384.93233653237553,473.1981005823489,2863.66665002988,12.0,275.09043912900194,196.22269131975173,66.04335538127984,150.12798899846615,197.6520030913257,342.814114471759,715.91666250747
Xavier,Xavier University,Musketeers,Cincinnati,Ohio,Private/Catholic,Big East Conference,Xavier University Cincinnati Ohio,-84.47083471474069,39.1513078,Xavier,5.0,656.5638984482374,752.3107303705743,234.5367633048116,234.5367633048116,359.96035621673434,462.3183640431197,1991.4672453717096,5.0,270.16028109685107,139.6570385683204,117.2683816524058,231.15918202155984,234.5367633048116,269.9702671625507,497.8668113429274
Temple,Temple University,Owls,Philadelphia,Pennsylvania,State-related,American Athletic Conference,Temple University Philadelphia Pennsylvania,-75.15628269523319,39.981188,Temple,4.0,352.2921789429395,306.5662711272553,126.23487250178567,173.39366793571241,241.29015564222948,420.18866664945654,800.3535319855133,4.0,260.25935429533695,241.23462865406026,31.55871812544642,149.72462934162758,204.6067750333831,315.1414999870924,600.265148989135
TCU,Texas Christian University,Horned Frogs,Fort Worth,Texas,Private/Disciples of Christ,Big 12 Conference,Texas Christian University Fort Worth Texas,-97.36119385339882,32.7080148,TCU,1.0,1038.4740430344882,,1038.4740430344882,1038.4740430344882,1038.4740430344882,1038.4740430344882,1038.4740430344882,1.0,259.61851075862205,,259.61851075862205,259.61851075862205,259.61851075862205,259.61851075862205,259.61851075862205
San Diego State,San Diego State University,Aztecs,San Diego,California,State,Mountain West Conference,San Diego State University San Diego California,-117.07385052563076,32.77481589999999,San Diego State,2.0,652.9243694216735,385.11846731909765,380.6044896201698,516.7644295209217,652.9243694216735,789.0843093224254,925.2442492231772,2.0,258.38221476046084,38.28439095045909,231.3110623057943,244.8466385331276,258.38221476046084,271.9177909877941,285.45336721512734
Oregon,University of Oregon,Ducks,Eugene,Oregon,State,Pac-12 Conference,University of Oregon Eugene Oregon,-123.07682891244707,44.04426385,Oregon,5.0,391.66079038629766,34.86656838548984,353.46637837123916,353.46637837123916,417.12373172967006,417.12373172967006,417.12373172967006,5.0,255.21608728467783,95.94864620295226,176.73318918561958,208.56186586483503,208.56186586483503,265.09978377842936,417.12373172967006
Washington State,Washington State University,Cougars,Pullman,Washington,State,Pac-12 Conference,Washington State University Pullman Washington,-117.14527589317328,46.73357155,Washington State,2.0,723.0578251888808,210.4544033374701,574.244089458387,648.6509573236339,723.0578251888808,797.4646930541278,871.8715609193747,2.0,252.54496747951856,48.89937159371244,217.96789022984368,235.25642885468113,252.54496747951856,269.83350610435605,287.1220447291935
South Carolina,University of South Carolina,Gamecocks,Columbia,South Carolina,State,Southeastern Conference,University of South Carolina Columbia South Carolina,-81.0268516571211,33.992829799999996,South Carolina,2.0,399.39363481415364,9.266482056893633,392.8412425139807,396.1174386640672,399.39363481415364,402.66983096424013,405.9460271143266,2.0,250.44007079636765,76.39503817051643,196.42062125699036,223.43034602667902,250.44007079636765,277.4497955660563,304.45952033574497
LSU,Louisiana State University,Tigers,Baton Rouge,Louisiana,State,Southeastern Conference,Louisiana State University Baton Rouge Louisiana,-91.18596767189877,30.40570885,LSU,4.0,837.2625048874379,405.7516082007775,592.3306578855246,592.3306578855246,659.0994251088694,904.0312721107828,1438.5205114464886,4.0,246.33629233970476,98.62423687203233,148.08266447138115,173.12095218013542,238.8161885129079,312.0315286724773,359.63012786162216
Washington,University of Washington,Huskies,Seattle,Washington,State,Pac-12 Conference,University of Washington Seattle Washington,-122.30800894320257,47.65432379999999,Washington,2.0,294.7939713635564,226.58789048151715,134.57213746932086,214.68305441643864,294.7939713635564,374.9048883106742,455.01580525779195,2.0,244.32941981256107,297.95554370401095,33.643034367330216,138.98622708994566,244.32941981256107,349.67261253517654,455.01580525779195
Loyola–Chicago,Loyola University Chicago,Ramblers,Chicago,Illinois,Private/Catholic,Missouri Valley Conference,Loyola University Chicago Chicago Illinois,-87.66842176669064,41.94484179999999,Loyola–Chicago,1.0,930.9292585161957,,930.9292585161957,930.9292585161957,930.9292585161957,930.9292585161957,930.9292585161957,1.0,232.73231462904891,,232.73231462904891,232.73231462904891,232.73231462904891,232.73231462904891,232.73231462904891
Florida,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,University of Florida Gainesville Florida,-82.34901330482433,29.6328784,Florida,11.0,383.50485036764206,323.02807252769793,61.204086058717444,97.83529332283965,480.27403307925294,485.24937599780236,957.6079031487932,11.0,231.104548364736,197.55318217715282,22.67979168293995,78.7135649354396,122.55617972908794,458.740319134969,480.27403307925294
Wisconsin,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,University of Wisconsin–Madison Madison Wisconsin,-89.4059387,43.07052570000001,Wisconsin,8.0,601.2334792678565,536.2074207038306,92.22294542079756,133.32302962246402,421.3196032866717,990.3205287272267,1500.5034839240432,8.0,225.40263301940595,131.9122662113123,69.16720906559817,99.99227221684802,221.16902431724083,315.24580856059464,421.3196032866717
Georgia Tech,Georgia Institute of Technology,Yellow Jackets,Atlanta,Georgia,State,Atlantic Coast Conference,Georgia Institute of Technology Atlanta Georgia,-84.39884086001581,33.776033,Georgia Tech,6.0,542.7427598092279,588.2756700151522,1.7582987037959068,198.11446220058332,422.7452170536018,579.2681340926279,1654.5278423558207,6.0,216.2964201647318,170.79473503251876,1.31872402784693,73.00055066998061,247.81549582772786,341.30483078098325,413.63196058895517
Duke,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,Duke,31.0,315.2370862241301,428.73031510559514,8.792190219847676,52.879952950645645,127.4226595727384,367.01960626972226,2068.6519647192754,31.0,208.90998839443276,231.93661986895395,6.594142664885757,52.879952950645645,127.4226595727384,240.59914222045336,1034.3259823596377
Houston,University of Houston,Cougars,Houston,Texas,State,American Athletic Conference,University of Houston Houston Texas,-95.34406271491372,29.7207902,Houston,1.0,401.9589937496162,,401.9589937496162,401.9589937496162,401.9589937496162,401.9589937496162,401.9589937496162,1.0,200.9794968748081,,200.9794968748081,200.9794968748081,200.9794968748081,200.9794968748081,200.9794968748081
UNLV,"University of Nevada, Las Vegas",Rebels,Paradise,Nevada,State,Mountain West Conference,UNLV Paradise Nevada,-115.14183186108524,36.1071554,UNLV,7.0,336.2937946076467,81.57881569211239,231.15031778132573,295.86711858588365,352.8954102042558,353.4710499060206,471.33449728413706,7.0,197.62746758222923,146.96708957272833,57.78757944533143,73.96677964647091,117.83362432103426,352.8954102042558,354.04668960778537
Kansas State,Kansas State University,Wildcats,Manhattan,Kansas,State,Big 12 Conference,Kansas State University Manhattan Kansas,-96.58844409645442,39.2087029,Kansas State,5.0,568.2269265827663,599.7187178107698,125.1232831306639,239.24173747319512,239.24173747319512,660.6892637988565,1576.8386110379208,5.0,189.9050791403306,130.12794058651053,31.280820782665977,165.17231594971412,179.43130310489633,179.43130310489633,394.2096527594802
