seed,school_common_name,site,year,id,school_full_name,team,city,state,type,conference,address,lat,lng,geometry,dist
1.0,North Carolina,"Greenville, SC",2017.0,201734,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (35.90503535 -79.04775326525106),218.30340668509675
1.0,Gonzaga,"Salt Lake City, UT",2017.0,201735,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,Gonzaga University Spokane Washington,-117.40304385396807,47.66673855000001,POINT (47.66673855000001 -117.4030438539681),549.3802643006065
2.0,Duke,"Greenville, SC",2017.0,201736,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),226.24494515728276
2.0,Louisville,"Indianapolis, IN",2017.0,201737,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,POINT (38.2167565 -85.75725134140214),99.60114145862228
2.0,Kentucky,"Indianapolis, IN",2017.0,201738,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,University of Kentucky Lexington Kentucky,-84.50481984038481,38.02703575,POINT (38.02703575 -84.50481984038481),149.2422493392192
2.0,Arizona,"Salt Lake City, UT",2017.0,201739,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,University of Arizona Tucson Arizona,-110.9768841153795,32.22877495,POINT (32.22877495 -110.9768841153795),533.2028596268094
3.0,Baylor,"Tulsa, OK",2017.0,201740,Baylor University,Bears,Waco,Texas,Private/Baptist,Big 12 Conference,Baylor University Waco Texas,-97.1102905567766,31.55043405,POINT (31.55043405 -97.1102905567766),294.52230713076517
3.0,Oregon,"Sacramento, CA",2017.0,201741,University of Oregon,Ducks,Eugene,Oregon,State,Pac-12 Conference,University of Oregon Eugene Oregon,-123.07682891244706,44.04426385,POINT (44.04426385 -123.0768289124471),353.4663783712392
3.0,UCLA,"Sacramento, CA",2017.0,201742,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,University of California Los Angeles California,-118.44667592924029,34.0709515,POINT (34.0709515 -118.4466759292403),338.3307016780558
3.0,Florida State,"Orlando, FL",2017.0,201743,Florida State University,Seminoles,Tallahassee,Florida,State,Atlantic Coast Conference,Florida State University Tallahassee Florida,-84.29747867166263,30.44235995,POINT (30.44235995 -84.29747867166263),216.44306957531975
4.0,Florida,"Orlando, FL",2017.0,201744,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,University of Florida Gainesville Florida,-82.34901330482433,29.6328784,POINT (29.6328784 -82.34901330482433),90.71916673175981
4.0,Purdue,"Milwaukee, WI",2017.0,201745,Purdue University,Boilermakers,West Lafayette,Indiana,State,Big Ten Conference,Purdue University West Lafayette Indiana,-86.92391089364378,40.43195815,POINT (40.43195815 -86.92391089364378),173.2755621704086
4.0,Butler,"Milwaukee, WI",2017.0,201746,Butler University,Bulldogs,Indianapolis,Indiana,Private/Non-Sectarian,Big East Conference,Butler University Indianapolis Indiana,-86.17374943464813,39.8407191,POINT (39.8407191 -86.17374943464813),226.32907752444572
4.0,West Virginia,"Buffalo, NY",2017.0,201747,West Virginia University,Mountaineers,Morgantown,West Virginia,State,Big 12 Conference,WVU Morgantown West Virginia,-79.98142972909102,39.64931395,POINT (39.64931395 -79.98142972909102),212.56408292213047
1.0,North Carolina,"Raleigh, NC",2016.0,201648,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (35.90503535 -79.04775326525106),26.55305978252759
1.0,Kansas,"Des Moines, IA",2016.0,201649,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (38.958058 -95.24775030000001),192.92243757930265
1.0,Oregon,"Spokane, WA",2016.0,201650,University of Oregon,Ducks,Eugene,Oregon,State,Pac-12 Conference,University of Oregon Eugene Oregon,-123.07682891244706,44.04426385,POINT (44.04426385 -123.0768289124471),417.12373172967
1.0,Virginia,"Raleigh, NC",2016.0,201651,University of Virginia,Cavaliers,Charlottesville,Virginia,State,Atlantic Coast Conference,University of Virginia Charlottesville Virginia,-78.5054996018357,38.0410576,POINT (38.0410576 -78.50549960183569),140.74606276835104
2.0,Xavier,"St. Louis, MO",2016.0,201652,Xavier University,Musketeers,Cincinnati,Ohio,Private/Catholic,Big East Conference,Xavier University Cincinnati Ohio,-84.47083471474069,39.1513078,POINT (39.1513078 -84.47083471474069),359.9603562167343
2.0,Villanova,"Brooklyn, NY",2016.0,201653,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,Villanova University Radnor Township Pennsylvania,-75.3401787,40.03575,POINT (40.03575 -75.3401787),94.48474191080811
2.0,Oklahoma,"Oklahoma City, OK",2016.0,201654,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,University of Oklahoma Norman Oklahoma,-97.44570827599857,35.1959878,POINT (35.1959878 -97.44570827599857),17.777579432529297
2.0,Michigan State,"St. Louis, MO",2016.0,201655,Michigan State University,Spartans,East Lansing,Michigan,State,Big Ten Conference,Michigan State University East Lansing Michigan,-84.47791570930522,42.71856800000001,POINT (42.71856800000001 -84.47791570930522),438.34190059626866
3.0,West Virginia,"Brooklyn, NY",2016.0,201656,West Virginia University,Mountaineers,Morgantown,West Virginia,State,Big 12 Conference,WVU Morgantown West Virginia,-79.98142972909102,39.64931395,POINT (39.64931395 -79.98142972909102),380.00671942416506
3.0,Miami (FL),"Providence, RI",2016.0,201657,University of Miami,Hurricanes,Coral Gables,Florida,Private/Non-Sectarian,Atlantic Coast Conference,University of Miami Coral Gables Florida,-80.27869157646253,25.7172788,POINT (25.7172788 -80.27869157646253),1142.6712074581924
3.0,Texas A&M,"Oklahoma City, OK",2016.0,201658,Texas A&M University,Aggies,College Station,Texas,State,Southeastern Conference,"Texas A & M, College Station Texas",-96.24359931287478,30.551816100000003,POINT (30.5518161 -96.24359931287478),315.9272271941873
3.0,Utah,"Denver, CO",2016.0,201659,University of Utah,Utes,Salt Lake City,Utah,State,Pac-12 Conference,University of Utah Salt Lake City Utah,-111.8368719136826,40.7628137,POINT (40.7628137 -111.8368719136826),431.82171332112887
4.0,Kentucky,"Des Moines, IA",2016.0,201660,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,University of Kentucky Lexington Kentucky,-84.50481984038481,38.02703575,POINT (38.02703575 -84.50481984038481),607.3344007999646
4.0,California,"Spokane, WA",2016.0,201661,"University of California, Berkeley",Golden Bears,Berkeley,California,State,Pac-12 Conference,"University of California, Berkeley Berkeley California",-122.23963364918778,37.8753497,POINT (37.8753497 -122.2396336491878),677.7420177731692
4.0,Duke,"Providence, RI",2016.0,201662,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),591.6997622064831
4.0,Iowa State,"Denver, CO",2016.0,201663,Iowa State University,Cyclones,Ames,Iowa,State,Big 12 Conference,Iowa State University Ames Iowa,-93.64464414737448,42.02791015,POINT (42.02791015 -93.64464414737448),717.8735995219198
1.0,Villanova,"Pittsburgh, PA",2015.0,201564,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,Villanova University Radnor Township Pennsylvania,-75.3401787,40.03575,POINT (40.03575 -75.3401787),290.0928240228123
1.0,Kentucky,"Louisville, KY",2015.0,201565,University of Kentucky,Wildcats,Lexington,Kentucky,State,Southeastern Conference,University of Kentucky Lexington Kentucky,-84.50481984038481,38.02703575,POINT (38.02703575 -84.50481984038481),79.24139026013833
1.0,Duke,"Charlotte, NC",2015.0,201566,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),127.4226595727384
1.0,Wisconsin,"Omaha, NE",2015.0,201567,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,University of Wisconsin–Madison Madison Wisconsin,-89.4059387,43.070525700000005,POINT (43.0705257 -89.40593869999999),421.3196032866717
2.0,Virginia,"Charlotte, NC",2015.0,201568,University of Virginia,Cavaliers,Charlottesville,Virginia,State,Atlantic Coast Conference,University of Virginia Charlottesville Virginia,-78.5054996018357,38.0410576,POINT (38.0410576 -78.50549960183569),227.36289571355255
2.0,Kansas,"Omaha, NE",2015.0,201569,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (38.958058 -95.24775030000001),149.29205440646493
2.0,Gonzaga,"Seattle, WA",2015.0,201570,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,Gonzaga University Spokane Washington,-117.40304385396807,47.66673855000001,POINT (47.66673855000001 -117.4030438539681),306.24115061816065
2.0,Arizona,"Portland, OR",2015.0,201571,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,University of Arizona Tucson Arizona,-110.9768841153795,32.22877495,POINT (32.22877495 -110.9768841153795),1100.413773332983
3.0,Oklahoma,"Columbus, OH",2015.0,201572,University of Oklahoma,Sooners,Norman,Oklahoma,State,Big 12 Conference,University of Oklahoma Norman Oklahoma,-97.44570827599857,35.1959878,POINT (35.1959878 -97.44570827599857),945.3716477413094
3.0,Notre Dame,"Pittsburgh, PA",2015.0,201573,University of Notre Dame,Fighting Irish,South Bend,Indiana,Private/Catholic,Atlantic Coast Conference,University of Notre Dame South Bend Indiana,-86.23822026017265,41.70456775,POINT (41.70456775 -86.23822026017265),396.17667810640705
3.0,Iowa State,"Louisville, KY",2015.0,201574,Iowa State University,Cyclones,Ames,Iowa,State,Big 12 Conference,Iowa State University Ames Iowa,-93.64464414737448,42.02791015,POINT (42.02791015 -93.64464414737448),543.3010769158856
3.0,Baylor,"Jacksonville, FL",2015.0,201575,Baylor University,Bears,Waco,Texas,Private/Baptist,Big 12 Conference,Baylor University Waco Texas,-97.1102905567766,31.55043405,POINT (31.55043405 -97.1102905567766),963.49167152504
4.0,Louisville,"Seattle, WA",2015.0,201576,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,POINT (38.2167565 -85.75725134140214),2346.692346027221
4.0,Maryland,"Columbus, OH",2015.0,201577,"University of Maryland, College Park",Terrapins,College Park,Maryland,State,Big Ten Conference,"University of Maryland, College Park College Park Maryland",-76.94610290199051,38.99203005,POINT (38.99203005 -76.94610290199051),381.09688700730567
4.0,Georgetown,"Portland, OR",2015.0,201578,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (38.90893925 -77.07457962060826),2863.66665002988
4.0,North Carolina,"Jacksonville, FL",2015.0,201579,University of North Carolina at Chapel Hill,Tar Heels,Chapel Hill,North Carolina,State,Atlantic Coast Conference,University of North Carolina at Chapel Hill Chapel Hill North Carolina,-79.04775326525106,35.90503535,POINT (35.90503535 -79.04775326525106),382.403334689149
1.0,Wichita State,"St. Louis, MO",2014.0,201480,Wichita State University,Shockers,Wichita,Kansas,State,American Athletic Conference,Wichita State University Wichita Kansas,-97.2933776,37.71918,POINT (37.71918 -97.2933776),442.1262870799935
1.0,Florida,"Orlando, FL",2014.0,201481,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,University of Florida Gainesville Florida,-82.34901330482433,29.6328784,POINT (29.6328784 -82.34901330482433),90.71916673175981
1.0,Virginia,"Raleigh, NC",2014.0,201482,University of Virginia,Cavaliers,Charlottesville,Virginia,State,Atlantic Coast Conference,University of Virginia Charlottesville Virginia,-78.5054996018357,38.0410576,POINT (38.0410576 -78.50549960183569),140.74606276835104
1.0,Arizona,"San Diego, CA",2014.0,201483,University of Arizona,Wildcats,Tucson,Arizona,State,Pac-12 Conference,University of Arizona Tucson Arizona,-110.9768841153795,32.22877495,POINT (32.22877495 -110.9768841153795),385.65302915738835
2.0,Michigan,"Milwaukee, WI",2014.0,201484,University of Michigan,Wolverines,Ann Arbor,Michigan,State,Big Ten Conference,University of Michigan Ann Arbor Michigan,-83.71003893509602,42.294214200000006,POINT (42.29421420000001 -83.71003893509602),265.82328881792245
2.0,Kansas,"St. Louis, MO",2014.0,201485,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (38.958058 -95.24775030000001),311.7415540847669
2.0,Villanova,"Buffalo, NY",2014.0,201486,Villanova University,Wildcats,Radnor Township,Pennsylvania,Private/Catholic,Big East Conference,Villanova University Radnor Township Pennsylvania,-75.3401787,40.03575,POINT (40.03575 -75.3401787),282.4047974154624
2.0,Wisconsin,"Milwaukee, WI",2014.0,201487,University of Wisconsin–Madison,Badgers,Madison,Wisconsin,State,Big Ten Conference,University of Wisconsin–Madison Madison Wisconsin,-89.4059387,43.070525700000005,POINT (43.0705257 -89.40593869999999),92.22294542079756
3.0,Duke,"Raleigh, NC",2014.0,201488,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),23.370402869022445
3.0,Syracuse,"Buffalo, NY",2014.0,201489,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (43.03830645 -76.13330882751831),170.8679774607182
3.0,Iowa State,"San Antonio, TX",2014.0,201490,Iowa State University,Cyclones,Ames,Iowa,State,Big 12 Conference,Iowa State University Ames Iowa,-93.64464414737448,42.02791015,POINT (42.02791015 -93.64464414737448),839.3083271710126
3.0,Creighton,"San Antonio, TX",2014.0,201491,Creighton University,Bluejays,Omaha,Nebraska,Private/Catholic,Big East Conference,Creighton University Omaha Nebraska,-95.94506420758655,41.266110600000005,POINT (41.2661106 -95.94506420758655),752.8265315420662
4.0,Louisville,"Orlando, FL",2014.0,201492,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,POINT (38.2167565 -85.75725134140214),659.9880892163505
4.0,UCLA,"San Diego, CA",2014.0,201493,"University of California, Los Angeles",Bruins,Los Angeles,California,State,Pac-12 Conference,University of California Los Angeles California,-118.44667592924029,34.0709515,POINT (34.0709515 -118.4466759292403),115.94766982184925
4.0,Michigan State,"Spokane, WA",2014.0,201494,Michigan State University,Spartans,East Lansing,Michigan,State,Big Ten Conference,Michigan State University East Lansing Michigan,-84.47791570930522,42.71856800000001,POINT (42.71856800000001 -84.47791570930522),2070.3260870967174
4.0,San Diego State,"Spokane, WA",2014.0,201495,San Diego State University,Aztecs,San Diego,California,State,Mountain West Conference,San Diego State University San Diego California,-117.07385052563076,32.77481589999999,POINT (32.77481589999999 -117.0738505256308),925.2442492231772
1.0,Indiana,"Dayton, OH",2013.0,201396,Indiana University,Hoosiers,Bloomington,Indiana,State,Big Ten Conference,Indiana University Bloomington Indiana,-86.51623218881414,39.17798065,POINT (39.17798065 -86.51623218881414),148.92001413737017
1.0,Louisville,"Lexington, KY",2013.0,201397,University of Louisville,Cardinals,Louisville,Kentucky,State,Atlantic Coast Conference,University of Louisville Louisville Kentucky,-85.75725134140214,38.2167565,POINT (38.2167565 -85.75725134140214),79.03502143796608
1.0,Gonzaga,"Salt Lake City, UT",2013.0,201398,Gonzaga University,Bulldogs,Spokane,Washington,Private/Catholic,West Coast Conference,Gonzaga University Spokane Washington,-117.40304385396807,47.66673855000001,POINT (47.66673855000001 -117.4030438539681),549.3802643006065
1.0,Kansas,"Kansas City, MO",2013.0,201399,University of Kansas,Jayhawks,Lawrence,Kansas,State,Big 12 Conference,University of Kansas Lawrence Kansas,-95.2477503,38.958058,POINT (38.958058 -95.24775030000001),42.542537672077344
2.0,Miami (FL),"Austin, TX",2013.0,2013100,University of Miami,Hurricanes,Coral Gables,Florida,Private/Non-Sectarian,Atlantic Coast Conference,University of Miami Coral Gables Florida,-80.27869157646253,25.7172788,POINT (25.7172788 -80.27869157646253),1121.7485932414013
2.0,Duke,"Philadelphia, PA",2013.0,2013101,Duke University,Blue Devils,Durham,North Carolina,Private/Non-sectarian,Atlantic Coast Conference,Duke University Durham North Carolina,-78.94422972195878,36.00015569999999,POINT (36.00015569999999 -78.94422972195878),339.93778571149846
2.0,Ohio State,"Dayton, OH",2013.0,2013102,The Ohio State University,Buckeyes,Columbus,Ohio,State,Big Ten Conference,The Ohio State University Columbus Ohio,-83.02866259769122,40.00570905,POINT (40.00570905 -83.02866259769122),73.88662537453882
2.0,Georgetown,"Philadelphia, PA",2013.0,2013103,Georgetown University,Hoyas,Washington,District of Columbia,Private/Catholic,Big East Conference,Georgetown University Washington District of Columbia,-77.07457962060826,38.90893925,POINT (38.90893925 -77.07457962060826),135.33400174963194
3.0,Marquette,"Lexington, KY",2013.0,2013104,Marquette University,Golden Eagles,Milwaukee,Wisconsin,Private/Catholic,Big East Conference,Marquette University Milwaukee Wisconsin,-87.93155449905072,43.03889625,POINT (43.03889625 -87.93155449905072),376.6173335337919
3.0,Michigan State,"Auburn Hills, MI",2013.0,2013105,Michigan State University,Spartans,East Lansing,Michigan,State,Big Ten Conference,Michigan State University East Lansing Michigan,-84.47791570930522,42.71856800000001,POINT (42.71856800000001 -84.47791570930522),77.32753582661681
3.0,New Mexico,"Salt Lake City, UT",2013.0,2013106,University of New Mexico,Lobos,Albuquerque,New Mexico,State,Mountain West Conference,University of New Mexico Albuquerque New Mexico,-106.62020940505188,35.08663275,POINT (35.08663275 -106.6202094050519),481.09283382209463
3.0,Florida,"Austin, TX",2013.0,2013107,University of Florida,Gators,Gainesville,Florida,State,Southeastern Conference,University of Florida Gainesville Florida,-82.34901330482433,29.6328784,POINT (29.6328784 -82.34901330482433),957.6079031487933
4.0,Syracuse,"San Jose, CA",2013.0,2013108,Syracuse University,Orange,Syracuse,New York,Private/Methodist,Atlantic Coast Conference,Syracuse University Syracuse New York,-76.1333088275183,43.03830645,POINT (43.03830645 -76.13330882751831),2865.829389815074
4.0,Saint Louis,"San Jose, CA",2013.0,2013109,Saint Louis University,Billikens,St. Louis,Missouri,Private/Catholic,Atlantic 10 Conference,Saint Louis University St. Louis Missouri,-90.23167733181542,38.6352837,POINT (38.6352837 -90.23167733181542),1969.269626286512
4.0,Kansas State,"Kansas City, MO",2013.0,2013110,Kansas State University,Wildcats,Manhattan,Kansas,State,Big 12 Conference,Kansas State University Manhattan Kansas,-96.58844409645442,39.2087029,POINT (39.2087029 -96.58844409645442),125.1232831306639
